"measure","ethnicity","ethnicity_type","time","geography","geography_type","geography_code","gender","age","ns_sec","value","value_type","denominator","numerator","upper_95_c_i","lower_95_c_i","standard_error","sample_size"
"Percentage of people who are active","White British","White British & Other","Nov 2015 to Nov 2016","North West","Region","NA","All","16+","All","61.3","%","21865","13401","62.2","60.4","NA","24794"
"Percentage of people who are active","White British","White British & Other","Nov 2016 to Nov 2017","North West","Region","NA","All","16+","All","62.3","%","21363","13302","63.1","61.4","NA","23824"
"Percentage of people who are active","White British","White British & Other","Nov 2017 to Nov 2018","North West","Region","NA","All","16+","All","61.9","%","19623","12150","62.8","61","NA","23149"
"Percentage of people who are active","White British","White British & Other","Nov 2018 to Nov 2019","North West","Region","NA","All","16+","All","63.6","%","19657","12511","64.5","62.8","NA","23058"
"Percentage of people who are active","White British","White British & Other","Nov 2019 to Nov 2020","North West","Region","NA","All","16+","All","60.8","%","19428","11805","61.7","59.8","NA","23026"
"Percentage of people who are active","White British","White British & Other","Nov 2021 to Nov 2022","South East","Region","NA","All","16+","All","67.3","%","23404.6","15754.2","68.1","66.5","0.4","26887"
"Percentage of people who are active","White British","White British & Other","Nov 2020 to Nov 2021","South East","Region","NA","All","16+","All","65.1373945","%","23733.029991102","15459.077376343","65.9043426","64.3625235","NA","26930"
"Percentage of people who are active","White British","White British & Other","Nov 2015 to Nov 2016","South East","Region","NA","All","16+","All","64.8","%","26984","17484","65.5","64","NA","30877"
"Percentage of people who are active","White British","White British & Other","Nov 2016 to Nov 2017","South East","Region","NA","All","16+","All","65.2","%","26303","17137","65.8","64.4","NA","30596"
"Percentage of people who are active","White British","White British & Other","Nov 2017 to Nov 2018","South East","Region","NA","All","16+","All","66.1","%","24224","16016","66.8","65.4","NA","28688"
"Percentage of people who are active","White British","White British & Other","Nov 2018 to Nov 2019","South East","Region","NA","All","16+","All","66.7","%","24443","16309","67.5","66","NA","28183"
"Percentage of people who are active","White British","White British & Other","Nov 2019 to Nov 2020","South East","Region","NA","All","16+","All","65.7","%","23819","15652","66.5","64.9","NA","28499"
"Percentage of people who are active","White British","White British & Other","Nov 2021 to Nov 2022","South West","Region","NA","All","16+","All","67.4","%","15828.8","10672","68.6","66.3","0.6","14569"
"Percentage of people who are active","White British","White British & Other","Nov 2020 to Nov 2021","South West","Region","NA","All","16+","All","65.6973731","%","16036.282425087","10535.416295884","66.8883009","64.4863536","NA","14521"
"Percentage of people who are active","White British","White British & Other","Nov 2015 to Nov 2016","South West","Region","NA","All","16+","All","65.4","%","18026","11788","66.4","64.3","NA","20438"
"Percentage of people who are active","White British","White British & Other","Nov 2016 to Nov 2017","South West","Region","NA","All","16+","All","65.5","%","17654","11562","66.4","64.6","NA","20285"
"Percentage of people who are active","White British","White British & Other","Nov 2017 to Nov 2018","South West","Region","NA","All","16+","All","67.2","%","16208","10900","68.3","66.2","NA","17960"
"Percentage of people who are active","White British","White British & Other","Nov 2018 to Nov 2019","South West","Region","NA","All","16+","All","67.7","%","16468","11153","68.8","66.6","NA","17662"
"Percentage of people who are active","White British","White British & Other","Nov 2019 to Nov 2020","South West","Region","NA","All","16+","All","66.4","%","16071","10670","67.6","65.1","NA","14326"
"Percentage of people who are active","White British","White British & Other","Nov 2021 to Nov 2022","West Midlands","Region","NA","All","16+","All","60.1","%","13772.9","8282.4","61.2","59.1","0.5","15257"
"Percentage of people who are active","White British","White British & Other","Nov 2020 to Nov 2021","West Midlands","Region","NA","All","16+","All","59.8187326","%","14021.458086996","8387.458524842","60.9074516","58.7202428","NA","14179"
"Percentage of people who are active","White British","White British & Other","Nov 2015 to Nov 2016","West Midlands","Region","NA","All","16+","All","59.9","%","15980","9568","61","58.8","NA","16535"
"Percentage of people who are active","White British","White British & Other","Nov 2016 to Nov 2017","West Midlands","Region","NA","All","16+","All","58.6","%","15622","9151","59.6","57.5","NA","16103"
"Percentage of people who are active","White British","White British & Other","Nov 2017 to Nov 2018","West Midlands","Region","NA","All","16+","All","60.1","%","14273","8580","61.2","59","NA","13982"
"Percentage of people who are active","White British","White British & Other","Nov 2018 to Nov 2019","West Midlands","Region","NA","All","16+","All","60.3","%","14500","8745","61.5","59.2","NA","13773"
"Percentage of people who are active","White British","White British & Other","Nov 2019 to Nov 2020","West Midlands","Region","NA","All","16+","All","59.2","%","14160","8377","60.4","58","NA","13716"
"Percentage of people who are active","White British","White British & Other","Nov 2020 to Nov 2021","Yorkshire And The Humber","Region","NA","All","16+","All","61.5478532","%","14643.66393128","9012.860776229","62.7242641","60.3577798","NA","15228"
"Percentage of people who are active","White British","White British & Other","Nov 2015 to Nov 2016","Yorkshire And The Humber","Region","NA","All","16+","All","61.5","%","16554","10183","62.7","60.3","NA","13614"
"Percentage of people who are active","White British","White British & Other","Nov 2016 to Nov 2017","Yorkshire And The Humber","Region","NA","All","16+","All","61.1","%","16323","9981","62.3","60","NA","13212"
"Percentage of people who are active","White British","White British & Other","Nov 2017 to Nov 2018","Yorkshire And The Humber","Region","NA","All","16+","All","61.5","%","14787","9100","62.8","60.3","NA","12347"
"Percentage of people who are active","White British","White British & Other","Nov 2018 to Nov 2019","Yorkshire And The Humber","Region","NA","All","16+","All","64","%","14926","9548","65.1","62.8","NA","14927"
"Percentage of people who are active","White British","White British & Other","Nov 2019 to Nov 2020","Yorkshire And The Humber","Region","NA","All","16+","All","61.5","%","14773","9087","62.7","60.3","NA","15113"
"Percentage of people who are active","White British","White British & Other","Nov 2021 to Nov 2022","Yorkshire and the Humber","Region","NA","All","16+","All","63.4","%","14449.5","9162.5","64.5","62.3","0.6","14995"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2021 to Nov 2022","East","Region","NA","All","16+","All","65.7","%","1304.1","857","69.1","62.1","1.8","1382"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2020 to Nov 2021","East","Region","NA","All","16+","All","59.8763762","%","1161.886285337","695.69540307","63.3411147","56.3100446","NA","1367"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2015 to Nov 2016","East","Region","NA","All","16+","All","60.8","%","1209","735","64.5","57","NA","1431"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2016 to Nov 2017","East","Region","NA","All","16+","All","64.3","%","1176","756","67.5","60.9","NA","1432"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2017 to Nov 2018","East","Region","NA","All","16+","All","62.7","%","1178","739","66.3","59","NA","1372"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2018 to Nov 2019","East","Region","NA","All","16+","All","61.2","%","1146","702","64.8","57.4","NA","1310"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2019 to Nov 2020","East","Region","NA","All","16+","All","61.4","%","1153","708","65.1","57.6","NA","1328"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2021 to Nov 2022","East Midlands","Region","NA","All","16+","All","65.5","%","694.6","455.1","70.4","60.2","2.6","787"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2020 to Nov 2021","East Midlands","Region","NA","All","16+","All","63.5460372","%","708.903852635","450.480306248","68.0415823","58.8010158","NA","946"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2015 to Nov 2016","East Midlands","Region","NA","All","16+","All","63.3","%","724","459","68.4","57.9","NA","784"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2016 to Nov 2017","East Midlands","Region","NA","All","16+","All","55.8","%","672","375","60.4","51.2","NA","821"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2017 to Nov 2018","East Midlands","Region","NA","All","16+","All","63.3","%","693","439","67.8","58.5","NA","874"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2018 to Nov 2019","East Midlands","Region","NA","All","16+","All","56.6","%","750","425","61.5","51.6","NA","907"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2019 to Nov 2020","East Midlands","Region","NA","All","16+","All","58.5","%","641","375","63.2","53.6","NA","846"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","All","16+","All","66.8","%","11302.4","7553.3","68.1","65.5","0.7","10092"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2020 to Nov 2021","England","Country","NA","All","16+","All","65.008301","%","11158.315119408","7253.831074789","66.3472538","63.6452657","NA","10054"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2015 to Nov 2016","England","Country","NA","All","16+","All","65.8","%","10590","6970","67.2","64.4","NA","9898"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2016 to Nov 2017","England","Country","NA","All","16+","All","65.3","%","11058","7217","66.6","63.9","NA","10189"
"Percentage of people who are active","Any Other White Background","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","All","16+","All","66.8","%","10834","7233","68.2","65.4","NA","9671"
